Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
APSRTC - 3513,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:39,19:45,09h 06m,INR 480,33 Seats available,"3.6
7",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 9400,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:45,17:30,06h 45m,INR 480,34 Seats available,"3.4
9",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 9356,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,18:05,06h 35m,INR 480,34 Seats available,"2.0
4",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3858,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),11:30,16:30,05h 00m,INR 670,48 Seats available,"4.2
48",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 2456,INDRA(A.C. Seater),12:15,17:00,04h 45m,INR 528,3 Seats available,4,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 35269,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),12:15,18:25,06h 10m,INR 720,45 Seats available,"3.8
69",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3601,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,20:35,08h 05m,INR 480,33 Seats available,"2.8
9",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3823,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,19:45,06h 45m,INR 469,34 Seats available,"3.1
11",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3515,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,21:00,08h 00m,INR 480,33 Seats available,"2.3
13",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 35117,INDRA(A.C. Seater),13:00,19:09,06h 09m,INR 567,31 Seats available,"3.3
40",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 4725,INDRA(A.C. Seater),13:10,18:10,05h 00m,INR 528,21 Seats available,4,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 23879,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:50,18:50,05h 00m,INR 436,10 Seats available,"2.1
5",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3571,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),14:00,20:04,06h 04m,INR 720,48 Seats available,"3.9
98",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,20:35,06h 35m,INR 448,33 Seats available,"2.1
5",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 23545,INDRA(A.C. Seater),14:15,18:00,03h 45m,INR 528,36 Seats available,"2.8
13",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3549,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,21:00,06h 30m,INR 448,33 Seats available,"3.6
14",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3825,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,21:00,06h 30m,INR 469,34 Seats available,"2.9
8",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3583,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:30,20:30,06h 00m,INR 720,44 Seats available,"4.2
106",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3886,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),15:00,20:00,05h 00m,INR 670,44 Seats available,"3.9
73",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3525,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,23:00,08h 00m,INR 480,33 Seats available,"4.1
15",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 99611,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:20,19:50,04h 30m,INR 436,32 Seats available,"1.2
5",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3573,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),15:30,21:25,05h 55m,INR 720,44 Seats available,"4.1
96",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 4052,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,22:00,06h 30m,INR 448,31 Seats available,"3.4
10",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 35061,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:45,0:10,08h 25m,INR 509,21 Seats available,4,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 35271,INDRA(A.C. Seater),16:00,21:50,05h 50m,INR 567,35 Seats available,"3.4
72",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3585,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:30,22:25,05h 55m,INR 720,35 Seats available,"4.0
118",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 35133,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:00,22:50,05h 50m,INR 720,45 Seats available,"3.4
71",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 24251,INDRA(A.C. Seater),17:00,21:55,04h 55m,INR 528,16 Seats available,"3.5
6",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 35135,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:45,23:37,05h 52m,INR 720,41 Seats available,"3.9
90",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 35085,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),18:30,0:30,06h 00m,INR 720,47 Seats available,"4.2
69",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 23507,INDRA(A.C. Seater),19:00,23:00,04h 00m,INR 528,38 Seats available,"3.6
12",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3613,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,2:42,07h 42m,INR 480,30 Seats available,"2.5
24",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 9316,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:20,4:10,07h 50m,INR 480,28 Seats available,"4.3
70",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 35189,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),20:30,1:20,04h 50m,INR 670,32 Seats available,"4.0
40",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 4046,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,3:40,06h 40m,INR 469,24 Seats available,"4.2
42",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 9651,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,4:41,07h 41m,INR 480,25 Seats available,"3.8
27",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 9654,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,5:20,07h 40m,INR 480,31 Seats available,"3.6
34",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 40568,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:42,6:00,08h 18m,INR 480,31 Seats available,"3.9
57",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 35179,VENNELA (A.C. SLEEPER),21:45,2:35,04h 50m,INR 781,21 Seats available,"4.7
24",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3860,INDRA(A.C. Seater),21:45,3:59,06h 14m,INR 567,48 Seats available,"3.6
47",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3916,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,2:50,05h 05m,INR 469,30 Seats available,"4.3
79",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3970,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,4:10,06h 20m,INR 469,16 Seats available,"4.6
22",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 38201,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:52,4:00,06h 08m,INR 488,31 Seats available,"4.2
14",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 4048,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,4:20,06h 20m,INR 469,31 Seats available,"4.2
50",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 4320,INDRA(A.C. Seater),22:00,4:25,06h 25m,INR 567,36 Seats available,"2.9
19",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 35118,INDRA(A.C. Seater),22:00,4:50,06h 50m,INR 596,36 Seats available,"3.9
100",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 35155,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00,3:42,05h 42m,INR 720,43 Seats available,"4.0
70",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3908,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,4:25,06h 25m,INR 469,14 Seats available,"3.8
91",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 4792,INDRA(A.C. Seater),22:05,5:10,07h 05m,INR 581,25 Seats available,"3.6
37",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3509,STAR LINER(NON-AC SLEEPER 2+1),22:15,3:59,05h 44m,INR 607,19 Seats available,"4.2
94",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 9934,STAR LINER(NON-AC SLEEPER 2+1),22:15,5:30,07h 15m,INR 622,19 Seats available,"4.3
52",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3575,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,4:40,06h 25m,INR 720,30 Seats available,"3.9
92",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 35265,VENNELA (A.C. SLEEPER),22:15,3:05,04h 50m,INR 781,26 Seats available,"3.8
25",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3943,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:25,5:25,07h 00m,INR 483,27 Seats available,"3.8
22",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 35063,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:25,6:10,07h 45m,INR 480,33 Seats available,"4.1
18",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3633,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:30,4:10,05h 40m,INR 720,44 Seats available,"4.2
156",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3696,STAR LINER(NON-AC SLEEPER 2+1),22:30,4:25,05h 55m,INR 607,26 Seats available,"4.1
46",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3910,INDRA(A.C. Seater),22:30,3:05,04h 35m,INR 567,31 Seats available,"3.8
65",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 95660,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,5:15,06h 35m,INR 446,31 Seats available,4,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 4727,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,5:34,06h 49m,INR 469,32 Seats available,4,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3838,VENNELA (A.C. SLEEPER),22:45,4:30,05h 45m,INR 839,27 Seats available,"4.4
28",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 4350,STAR LINER(NON-AC SLEEPER 2+1),22:45,4:16,05h 31m,INR 607,28 Seats available,"4.4
44",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3609,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:46,6:40,07h 54m,INR 480,27 Seats available,"4.2
37",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3692,NIGHT RIDER (SEATER CUM SLEEPER),22:55,5:35,06h 40m,INR 639,21 Seats available,"3.6
59",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3968,INDRA(A.C. Seater),22:55,5:05,06h 10m,INR 567,35 Seats available,"4.2
10",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3694,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:55,6:15,07h 20m,INR 469,31 Seats available,"4.6
11",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3961,INDRA(A.C. Seater),22:55,5:25,06h 30m,INR 581,35 Seats available,"3.9
34",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3888,VENNELA (A.C. SLEEPER),23:00,3:35,04h 35m,INR 781,15 Seats available,"4.2
58",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,5:25,06h 25m,INR 448,31 Seats available,"3.6
71",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 4893,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,5:20,06h 20m,INR 469,30 Seats available,"4.5
22",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3569,INDRA(A.C. Seater),23:00,3:46,04h 46m,INR 567,35 Seats available,"4.0
80",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 4790,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:05,5:20,06h 15m,INR 738,45 Seats available,"4.6
43",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3278,VENNELA (A.C. SLEEPER),23:05,4:50,05h 45m,INR 839,18 Seats available,"4.1
106",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 4352,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,5:30,06h 15m,INR 469,34 Seats available,"4.1
7",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3976,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,5:50,06h 35m,INR 469,31 Seats available,4,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 2785,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,5:07,05h 52m,INR 469,33 Seats available,"4.3
15",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3690,INDRA(A.C. Seater),23:16,6:00,06h 44m,INR 567,36 Seats available,"3.9
22",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 35211,STAR LINER(NON-AC SLEEPER 2+1),23:20,5:25,06h 05m,INR 607,27 Seats available,"3.3
6",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3951,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:25,6:10,06h 45m,INR 483,1 Seat available,"4.3
23",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 23702,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,5:40,06h 10m,INR 436,34 Seats available,"3.6
5",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3545,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:30,5:35,06h 05m,INR 720,46 Seats available,"4.1
125",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 4995,INDRA(A.C. Seater),23:30,5:40,06h 10m,INR 567,38 Seats available,"4.3
10",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 4354,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,5:44,06h 14m,INR 469,32 Seats available,"4.4
15",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 4178,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:40,5:35,05h 55m,INR 720,45 Seats available,"4.5
73",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 35171,STAR LINER(NON-AC SLEEPER 2+1),23:40,6:40,07h 00m,INR 622,28 Seats available,"4.6
8",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 4814,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:40,5:10,05h 30m,INR 480,33 Seats available,"4.7
14",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 4369,INDRA(A.C. Seater),23:45,5:44,05h 59m,INR 567,36 Seats available,"3.8
22",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3057,VENNELA (A.C. SLEEPER),23:45,4:45,05h 00m,INR 781,25 Seats available,"4.5
18",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
APSRTC - 3535,VENNELA (A.C. SLEEPER),23:50,5:35,05h 45m,INR 839,19 Seats available,"3.7
42",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:25,6:15,06h 50m,INR 499,33 Seats available,"4.7
856",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:45,6:00,06h 15m,INR 599,35 Seats available,"4.6
1134",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,5:45,07h 00m,INR 429,32 Seats available,"4.6
864",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
AdSai RK Travels,Non A/C Seater / Sleeper (2+1),22:10,5:30,07h 20m,INR 550,24 Seats available,"3.9
134",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),11:40,19:10,07h 30m,500,40 Seats available,"4.7
349",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),10:00,17:00,07h 00m,349,33 Seats available,"4.7
322",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
IntrCity SmartBus,AC Sleeper (2+1),23:45,6:00,06h 15m,INR 679,17 Seats available,"4.8
160",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),12:30,19:55,07h 25m,349,35 Seats available,"4.6
388",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
Sri Sanvi Tours and Travels,A/C Sleeper (2+1),23:25,5:17,05h 52m,809,26 Seats available,"4.6
277",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),21:50,3:55,06h 05m,500,41 Seats available,"4.6
543",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
Sri Durga Malleswari Travels,A/C Sleeper (2+1),22:30,5:45,07h 15m,713,13 Seats available,"4.6
258",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:25,5:40,06h 15m,INR 389,29 Seats available,"4.5
392",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,6:10,06h 20m,INR 409,28 Seats available,"4.5
338",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
IntrCity SmartBus,AC Sleeper (2+1),23:10,5:35,06h 25m,INR 639,25 Seats available,"4.5
338",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
IntrCity SmartBus,AC Sleeper (2+1),23:40,6:30,06h 50m,INR 639,24 Seats available,"4.5
334",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),23:05,5:35,06h 30m,650,26 Seats available,"4.6
468",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),23:20,6:00,06h 40m,500,37 Seats available,"4.5
322",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),11:10,18:10,07h 00m,500,42 Seats available,"4.5
323",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
NueGo,Electric A/C Seater (2+2),22:35,5:10,06h 35m,332,25 Seats available,"4.4
568",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
NueGo,Electric A/C Seater (2+2),22:30,6:00,07h 30m,332,29 Seats available,"4.4
537",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
Zingbus Plus,A/C Seater / Sleeper (2+1),23:40,6:35,06h 55m,324,24 Seats available,"4.6
63",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
NueGo,A/C Seater (2+2),21:50,4:05,06h 15m,332,23 Seats available,"4.4
528",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
Yolo Bus,A/C Sleeper (2+1),22:40,4:59,06h 19m,INR 710,22 Seats available,"4.6
161",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
NueGo,Electric A/C Seater (2+2),9:35,17:00,07h 25m,332,31 Seats available,"4.4
381",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
NueGo,Electric A/C Seater (2+2),6:30,13:55,07h 25m,332,17 Seats available,"4.4
351",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
