Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Dolphin Travel House (37),Bharat Benz A/C Sleeper (2+1),19:45,06:00,10h 15m,INR 1110,24 Seats available,"4.0
279",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
IntrCity SmartBus,AC Sleeper (2+1),22:00,09:35,11h 35m,INR 900,28 Seats available,"4.1
212",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Gogte Travels,A/C Sleeper (2+1),20:15,07:00,10h 45m,INR 911,18 Seats available,"4.2
257",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Indumati Travels,A/C Sleeper (2+1),22:20,08:30,10h 10m,855,20 Seats available,"4.1
380",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Sangitam Travels Tanzanite,A/C Sleeper (2+1),21:00,07:00,10h 00m,INR 905,12 Seats available,"4.2
649",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Dolphin Travel House (38),Bharat Benz A/C Sleeper (2+1),20:30,07:30,11h 00m,INR 1010,26 Seats available,"4.4
63",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
IntrCity SmartBus,AC Sleeper (2+1),23:35,10:15,10h 40m,INR 1000,18 Seats available,"4.3
338",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Rajdhani Travels Corporation,VE A/C Sleeper (2+1),23:15,09:35,10h 20m,1100,4 Seats available,"4.2
73",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
IntrCity SmartBus,AC Sleeper (2+1),22:15,08:45,10h 30m,INR 1000,18 Seats available,"4.2
274",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
IntrCity SmartBus,AC Sleeper (2+1),21:55,08:45,10h 50m,INR 1000,17 Seats available,"4.3
103",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
KVT Narmada Benz,Bharat Benz A/C Sleeper (2+1),22:00,08:00,10h 00m,INR 900,26 Seats available,"4.0
16",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Atmaram Gobus,NON A/C Sleeper (2+1),20:30,07:00,10h 30m,INR 700,12 Seats available,"3.7
262",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),22:50,09:30,10h 40m,INR 950,23 Seats available,"3.4
296",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Ashray Atmaram Divine,NON A/C Sleeper (2+1),19:50,06:45,10h 55m,INR 700,17 Seats available,"3.8
479",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Laxmi Queen Prime,A/C Sleeper (2+1),20:30,07:30,11h 00m,INR 900,20 Seats available,"3.7
260",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Prasanna - Purple Bus,VE A/C Sleeper (2+1),21:45,08:45,11h 00m,INR 920,27 Seats available,"3.2
123",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Prasanna - Purple Bus,VE A/C Sleeper (2+1),22:15,09:30,11h 15m,INR 1520,24 Seats available,"3.9
99",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Laxmi Empress Stellar,NON A/C Sleeper (2+1),21:00,08:00,11h 00m,INR 799,12 Seats available,"3.7
185",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
KVT Narmada Benz,Bharat Benz A/C Sleeper (2+1),21:25,08:01,10h 36m,INR 900,26 Seats available,"3.7
318",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Traveltime Travels (Kelkar),NON A/C Seater/ Sleeper (2+1),21:15,08:45,11h 30m,INR 550,19 Seats available,"3.3
174",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Anand Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:30,09:00,10h 30m,INR 1001,26 Seats available,"3.9
402",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Gogte Shreyas,A/C Sleeper (2+1),21:45,09:00,11h 15m,INR 901,8 Seats available,"3.7
81",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Shreyash Travels,Bharat Benz A/C Sleeper (2+1),21:45,08:30,10h 45m,INR 909,12 Seats available,"3.6
279",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Laxmi Queen Asta,A/C Sleeper (2+1),21:30,08:00,10h 30m,INR 900,21 Seats available,"3.7
133",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Traveltime Travels (St.Christopher),Non AC Seater (2+2),20:00,07:00,11h 00m,INR 500,22 Seats available,"3.1
115",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Abhishek Vishal Travels,A/C Sleeper (2+1),23:00,08:40,09h 40m,INR 1199,18 Seats available,"3.4
20",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Dolphin travel house,A/C Sleeper (2+1),23:45,10:45,11h 00m,INR 1010,33 Seats available,"3.5
59",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
PSR Travels Goa,A/C Sleeper (2+1),23:45,09:30,09h 45m,INR 999,17 Seats available,"3.6
106",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Gogte Travels,A/C Sleeper (2+1),20:15,07:45,11h 30m,INR 911,18 Seats available,3.9,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),22:15,09:00,10h 45m,INR 950,23 Seats available,"3.4
6",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Gogte Travels,A/C Sleeper (2+1),20:40,07:25,10h 45m,INR 901,22 Seats available,"2.3
5",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Hans Travels (I) Private Limited,A/C Sleeper (2+1),23:59,12:14,12h 15m,INR 1200,18 Seats available,"2.0
34",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Dolphin Travel House (39),A/C Sleeper (2+1),21:45,08:30,10h 45m,INR 1010,28 Seats available,"2.5
48",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
VRL Travels,A/C Sleeper (2+1),23:30,09:45,10h 15m,INR 1000,13 Seats available,"2.9
58",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Gogte Travels,A/C Sleeper (2+1),20:40,08:10,11h 30m,INR 901,22 Seats available,3.9,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Gogte Travels (Manish),Non AC Seater (2+2),19:20,07:30,12h 10m,INR 501,32 Seats available,"3.0
148",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
PVS Tours and Travels,A/C Sleeper (2+1),00:15,10:15,10h 00m,INR 1000,25 Seats available,3.4,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Traveltime Travels (St.Christopher),Non AC Seater (2+2),20:00,07:00,11h 00m,INR 500,22 Seats available,3.2,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
AAINATH TRAVELS,A/C Sleeper (2+1),21:15,07:00,09h 45m,INR 900,19 Seats available,"1.5
27",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Shubhra Sharma Tourist Services,A/C Sleeper (2+1),00:10,10:31,10h 21m,INR 1000,18 Seats available,"2.9
4",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Kokan Holidays,NON A/C Seater Push Back (2+2),21:30,09:45,12h 15m,INR 3000,2 Seats available,"1.1
8",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),19:00,10:45,15h 45m,7600,1 Seat available,4.4,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:30,08:20,11h 50m,7600,1 Seat available,4.4,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Shivrameshwar Bane Tours & Travels,A/C Sleeper (2+1),21:50,07:45,09h 55m,INR 5000,30 Seats available,3.8,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Shivrameshwar Bane Tours & Travels,A/C Sleeper (2+1),00:20,10:15,09h 55m,INR 5000,30 Seats available,3.8,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Jay khodiyar travels,VE A/C Sleeper (2+1),23:58,13:10,13h 12m,INR 2500,42 Seats available,3.6,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
PVS Tours and Travels,A/C Seater Push Back (2+2),00:00,10:00,10h 00m,INR 900,28 Seats available,3.4,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
PVS Tours and Travels,A/C Sleeper (2+1),00:30,10:15,09h 45m,INR 1000,18 Seats available,3.4,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
SAI BHAKTI HOLIDAYS,A/C Sleeper (2+1),21:10,09:00,11h 50m,INR 5000,30 Seats available,2.2,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Kadamba Transport Corporation Limited (KTCL) - 6032,Non AC Seater 2+2,18:00,08:00,14h 00m,INR 600,6 Seats available,"4.1
176",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,06:45,10h 15m,INR 864,20 Seats available,"4.6
598",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,10:00,11h 30m,INR 1399,14 Seats available,"4.3
657",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
AdIntrCity SmartBus,AC Sleeper (2+1),19:00,05:30,10h 30m,INR 1352,15 Seats available,"4.3
339",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,06:30,10h 30m,INR 700,17 Seats available,"4.4
796",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Prasanna - Purple Bus,VE A/C Sleeper (2+1),17:00,05:00,12h 00m,INR 1320,18 Seats available,"4.2
267",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Prasanna - Purple Bus,VE A/C Sleeper (2+1),18:00,06:15,12h 15m,INR 1320,16 Seats available,"4.1
234",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Amrutyog Travels,A/C Sleeper (2+1),20:00,07:22,11h 22m,INR 1111,24 Seats available,"4.1
320",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,AC Sleeper (2+1),21:00,07:05,10h 05m,INR 1654,13 Seats available,"4.6
325",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Gobus,VE A/C Sleeper (2+1),21:32,07:02,09h 30m,INR 1499,13 Seats available,"4.7
722",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Sangitam Travels Tanzanite,A/C Sleeper (2+1),21:00,07:30,10h 30m,INR 1400,10 Seats available,"4.4
685",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels ( Ashray ),A/C Sleeper (2+1),22:02,10:10,12h 08m,INR 1299,22 Seats available,"4.2
48",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels ( Gogte ),A/C Sleeper (2+1),19:02,06:00,10h 58m,INR 1199,18 Seats available,"4.3
35",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Indumati Travels,A/C Sleeper (2+1),21:00,07:00,10h 00m,1131,23 Seats available,"4.1
364",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,AC Sleeper (2+1),18:30,05:25,10h 55m,INR 1448,11 Seats available,"4.5
373",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Gobus,VE A/C Sleeper (2+1),22:30,07:45,09h 15m,INR 1799,9 Seats available,"4.8
626",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Giroba Travels (Shree),A/C Sleeper (2+1),19:00,06:30,11h 30m,INR 1099,11 Seats available,"4.0
11",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),21:30,07:45,10h 15m,INR 1402,14 Seats available,"4.4
523",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Gobus,NON A/C Sleeper (2+1),20:01,06:31,10h 30m,INR 1099,13 Seats available,"4.1
152",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),20:00,06:15,10h 15m,INR 1413,11 Seats available,"4.3
484",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Vishal),A/C Sleeper (2+1),17:30,07:20,13h 50m,INR 1299,20 Seats available,"4.1
9",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),22:00,09:30,11h 30m,INR 1330,25 Seats available,"4.0
450",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Laxmi Empress Stellar,NON A/C Sleeper (2+1),19:45,06:45,11h 00m,INR 1099,5 Seats available,"4.0
190",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
"National Travels,Goa",NON A/C Sleeper (2+1),19:00,06:20,11h 20m,INR 1099,6 Seats available,"4.4
99",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,AC Sleeper (2+1),19:30,05:40,10h 10m,INR 1426,13 Seats available,"4.5
295",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Zingbus Plus,VE A/C Sleeper (2+1),20:50,07:10,10h 20m,1412,5 Seats available,"4.5
219",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Rajdhani Travels Corporation,VE A/C Sleeper (2+1),18:00,06:10,12h 10m,1500,1 Seat available,"4.4
146",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
PSR Travels (Vaibhav),A/C Sleeper (2+1),22:30,07:30,09h 00m,INR 1599,26 Seats available,"3.6
34",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Dolphin),A/C Sleeper (2+1),14:00,01:00,11h 00m,INR 1499,20 Seats available,"3.8
129",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels(KVT Narmada Red),Bharat Benz A/C Sleeper (2+1),21:16,07:31,10h 15m,INR 1250,19 Seats available,"3.8
339",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Anand Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:45,09:55,11h 10m,INR 1001,28 Seats available,"3.7
72",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels ( Gogte ),NON A/C Sleeper (2+1),21:01,07:31,10h 30m,INR 1099,24 Seats available,"3.4
339",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Shreyas),Bharat Benz A/C Sleeper (2+1),20:03,06:33,10h 30m,INR 1199,16 Seats available,"3.4
352",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:00,02:30,11h 30m,INR 1399,21 Seats available,"3.7
134",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Anand Ashray Travels,Volvo Multi-Axle I-Shift A/C Sleeper (2+1),21:00,09:10,36h 10m,INR 1001,29 Seats available,"3.6
365",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Laxmi Queen Prime,A/C Sleeper (2+1),19:30,06:30,11h 00m,INR 1199,9 Seats available,"3.8
240",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Gobus,NON A/C Sleeper (2+1),19:01,05:31,10h 30m,INR 1150,15 Seats available,"3.9
320",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Humsafar),Bharat Benz A/C Sleeper (2+1),19:30,05:00,09h 30m,INR 1299,15 Seats available,"3.8
265",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:00,06:30,11h 30m,INR 799,10 Seats available,"3.9
292",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Anand Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:00,08:35,12h 35m,INR 1001,19 Seats available,"3.9
255",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
VRL Travels,A/C Sleeper (2+1),19:30,05:30,10h 00m,INR 1800,11 Seats available,"3.7
57",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Dolphin),AC Sleeper (2+1),18:30,05:30,11h 00m,INR 1250,17 Seats available,"3.5
47",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Laxmi Queen Asta,A/C Sleeper (2+1),20:30,07:00,10h 30m,INR 1199,2 Seats available,"3.9
153",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Vishal),Non AC Seater (2+2),18:10,06:05,11h 55m,INR 850,4 Seats available,"3.4
12",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Unity),A/C Sleeper (2+1),20:00,07:00,11h 00m,INR 1250,18 Seats available,"3.8
79",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
PSR Travels Goa,A/C Sleeper (2+1),19:15,06:00,10h 45m,INR 1499,20 Seats available,"3.4
83",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),18:30,06:55,12h 25m,INR 1200,10 Seats available,"3.6
43",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,08:00,10h 00m,INR 1200,29 Seats available,"3.8
136",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Manish Travels,NON A/C Seater (2+2),16:45,05:35,12h 50m,INR 600,26 Seats available,"2.3
115",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Dolphin),A/C Sleeper (2+1),16:30,03:30,11h 00m,INR 1599,16 Seats available,"2.8
40",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:30,02:30,11h 00m,INR 1450,24 Seats available,"3.1
6",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Manish Patil Travels,A/C Sleeper (2+1),15:30,03:00,11h 30m,INR 1400,4 Seats available,"2.4
11",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Dolphin),A/C Sleeper (2+1),19:30,08:40,13h 10m,INR 1199,24 Seats available,"2.5
9",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Giroba Travels (Kelkar),Non A/C Seater / Sleeper (2+1),17:45,05:30,11h 45m,INR 1099,5 Seats available,"3.7
63",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels(GTA),A/C Sleeper (2+1),19:00,06:00,11h 00m,INR 1250,22 Seats available,"3.7
58",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Jay khodiyar travels,VE A/C Sleeper (2+1),15:00,02:45,11h 45m,INR 1400,22 Seats available,3.6,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Prasanna - Purple Bus,VE A/C Sleeper (2+1),21:00,06:15,09h 15m,INR 1395,18 Seats available,"3.6
41",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Vaibhav),A/C Sleeper (2+1),22:31,08:31,10h 00m,INR 1250,26 Seats available,"2.7
32",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Jolly Tours and Travels,VE A/C Sleeper (2+1),17:30,04:45,11h 15m,INR 1700,19 Seats available,"3.6
4",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Jolly Tours and Travels,A/C Sleeper (2+1),18:30,05:45,11h 15m,INR 1450,26 Seats available,"1.9
7",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Manish Sharma Travels,A/C Sleeper (2+1),20:00,05:45,09h 45m,INR 1500,1 Seat available,"1.7
6",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:00,07:00,10h 00m,7600,1 Seat available,4.4,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Kokan Holidays - Muskan,NON A/C Sleeper (2+1),16:00,04:43,12h 43m,INR 3000,26 Seats available,1.8,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Jolly Tours and Travels,A/C Seater (2+2),18:30,05:45,11h 15m,INR 1800,40 Seats available,3.6,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Kokan Holidays,NON A/C Sleeper (2+1),18:02,06:00,11h 58m,INR 3000,32 Seats available,1.8,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Kadamba Transport Corporation Limited (KTCL) - 97386,Volvo AC Seater Pushback 2+2,17:05,06:00,12h 55m,INR 1000,8 Seats available,"3.6
357",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Dolphin Travel House (37),Bharat Benz A/C Sleeper (2+1),13:00,06:00,17h 00m,INR 1110,18 Seats available,"4.3
293",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
IntrCity SmartBus,AC Sleeper (2+1),17:00,08:45,15h 45m,INR 1000,17 Seats available,"4.3
465",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Dolphin Travel House (38),Bharat Benz A/C Sleeper (2+1),14:30,07:30,17h 00m,INR 1010,26 Seats available,"4.0
272",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
IntrCity SmartBus,AC Sleeper (2+1),19:40,10:15,14h 35m,INR 1000,16 Seats available,"4.4
428",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Atmaram Manish Travels,NON A/C Seater (2+2),15:00,07:15,16h 15m,INR 700,17 Seats available,"4.5
12",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Konkan Travels National,A/C Sleeper (2+1),18:00,10:55,16h 55m,INR 1000,16 Seats available,"4.0
104",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:00,10:55,16h 55m,1000,25 Seats available,"4.4
451",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Zingbus Plus,VE A/C Sleeper (2+1),20:00,11:55,15h 55m,1000,17 Seats available,"4.5
594",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
IntrCity SmartBus,AC Sleeper (2+1),16:30,08:45,16h 15m,INR 1000,18 Seats available,"4.5
424",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Rajdhani Travels Corporation,VE A/C Sleeper (2+1),19:55,09:35,13h 40m,1100,4 Seats available,"4.2
297",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Rajdhani Travels Corporation,A/C Sleeper (2+1),20:55,10:05,13h 10m,1100,12 Seats available,"4.9
11",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Jolly Tours and Travels,VE A/C Sleeper (2+1),18:35,07:05,12h 30m,INR 1700,13 Seats available,"4.0
231",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Shubhra Sharma Tourist Services,A/C Sleeper (2+1),16:46,10:31,17h 45m,INR 1000,18 Seats available,"4.0
7",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),19:00,10:45,15h 45m,7600,1 Seat available,4.4,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Shubham Vailankanni Travels,VE A/C Sleeper (2+1),17:30,10:15,16h 45m,INR 1000,21 Seats available,"4.8
4",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Mascot Travels(M.Dev),A/C Sleeper (2+1),17:30,10:45,17h 15m,INR 1000,23 Seats available,"3.7
245",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
